Data Source Name,Agency Number,Registration Contract ID,Commodity Line,OGE Contract #,Contract Purpose,Budget Name,OGE Registered Amt,Prime Contractor Name,Prime Contractor Address,Prime Contractor City,Prime Contractor State,Prime Contractor Zip
NYCEDC,z81,CTA180120107201742, 1,16850005,Pier 11 - Low Level Platform,Pier 11 - Low Level Platform, 64250.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107201742, 2,16850005,Pier 11 - Low Level Platform,Pier 11 - Low Level Platform, 1241983.1,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107201997, 2,39050001,Coney Island Strategic Plan,Coney Island Strategic Plan, 70000.0,ZAMPERLA INC.,49 FANNY RD,BOONTON,NJ,7005
NYCEDC,z81,CTA180120107201997, 1,39050001,Coney Island Strategic Plan,Coney Island Strategic Plan, 5710000.0,ZAMPERLA INC.,49 FANNY RD,BOONTON,NJ,7005
NYCEDC,z81,CTA180120107202537, 1,19570002,FA - St. Nicholas Neighborhood  Corporation,FA - St. Nicholas Neighborhood  Corporation, 900000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120107202537, 2,19570002,FA - St. Nicholas Neighborhood  Corporation,FA - St. Nicholas Neighborhood  Corporation, 318750.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120107202716, 1,23960002,E. 34th Street Heliport Rehabilitation,E. 34th Street Heliport Rehabilitation, 169738.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120107202716, 2,23960002,E. 34th Street Heliport Rehabilitation,E. 34th Street Heliport Rehabilitation, 43080.91,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120107203331, 1,NULL,FA - Lincoln Center Promenade,FA - Lincoln Center Promenade, 0.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120107203331, 2,38160001,FA - Lincoln Center Promenade,FA - Lincoln Center Promenade, 63000000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120107203526, 2,16850005,Homeport Redevelopment,Homeport Redevelopment, 335530.93,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107203526, 1,16850005,Homeport Redevelopment,Homeport Redevelopment, 448250.47,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107203526, 4,19720003,Homeport Redevelopment,Homeport Redevelopment, 1834849.0,"HENNINGSON, DURHAM & RICHARDSON",500 7TH AVENUE,NEW YORK,NY,10018
NYCEDC,z81,CTA180120107203526, 7,16850005,Homeport Redevelopment,Homeport Redevelopment, 15447.96,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107203526, 3,19720001,Homeport Redevelopment,Homeport Redevelopment, 703191.0,WEIDLINGER ASSOCIATES INC.,40 WALL STREET,NEW YORK,NY,10005
NYCEDC,z81,CTA180120107203526, 5,16850005,Homeport Redevelopment,Homeport Redevelopment, 2228031.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107203526, 6,16850005,Homeport Redevelopment,Homeport Redevelopment, 77219.93,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120107203544, 1,16850006,BAM LDC - Strand Theatre Redevelopment,BAM LDC - Strand Theatre Redevelopment, 15000.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117200331, 1,16850006,Randall's Island Shoreline Reconstruction,Randall's Island Shoreline Reconstruction, 2363726.93,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117200391, 1,36030001,FA - Governors Island Soissons Dock Rehab.,FA - Governors Island Soissons Dock Rehab., 4376250.0,TRUST FOR GOVERNORS ISLAND,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200391, 2,36030001,Governors Island - Soissons Dock,Governors Island - Soissons Dock, 3375000.0,TRUST FOR GOVERNORS ISLAND,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 14,16920005,South Bronx Greenway,South Bronx Greenway, 52496.04,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 17,16920004,South Bronx Greenway,South Bronx Greenway, 5577949.06,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117200496, 18,16850006,South Bronx Greenway,South Bronx Greenway, 50685.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117200496, 4,16920005,South Bronx Greenway,South Bronx Greenway, 40759.95,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 15,16920005,South Bronx Greenway,South Bronx Greenway, 34837.78,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 12,16920007,South Bronx Greenway,South Bronx Greenway, 3000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 1,16920005,South Bronx Greenway,South Bronx Greenway, 6823000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 13,16920005,South Bronx Greenway,South Bronx Greenway, 24930.36,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 8,16920005,South Bronx Greenway,South Bronx Greenway, 78954.36,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 7,16920005,South Bronx Greenway,South Bronx Greenway, 45643.06,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 6,16920005,South Bronx Greenway,South Bronx Greenway, 79036.78,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 23,16920006,South Bronx Greenway,South Bronx Greenway, 238090.93,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 21,16850009,South Bronx Greenway,South Bronx Greenway, 19350.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 10,16920005,South Bronx Greenway,South Bronx Greenway, 11578.09,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 5,16920005,South Bronx Greenway,South Bronx Greenway, 14383.09,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 19,16920002,South Bronx Greenway,South Bronx Greenway, 674633.52,"URBAN ENGINEERS OF NEW YORK,P.C","2 PENN PLAZA, SUITE 1103",NEW YORK,NY,10121
NYCEDC,z81,CTA180120117200496, 11,16920005,South Bronx Greenway,South Bronx Greenway, 39230.32,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 22,16850009,South Bronx Greenway,South Bronx Greenway, 79600.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 3,16920008,South Bronx Greenway,South Bronx Greenway, 9000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 2,16920007,South Bronx Greenway,South Bronx Greenway, 6000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 9,16920005,South Bronx Greenway,South Bronx Greenway, 76125.16,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117200496, 16,16850004,South Bronx Greenway,South Bronx Greenway, 27939.56,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117200496, 20,16850009,South Bronx Greenway,South Bronx Greenway, 278666.32,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201006, 8,16850007,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 79088.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201006, 5,39580003,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 31200.0,"AKRF, INC.","440 PARK AVENUE SOUTH, 7TH FLR",NEW YORK,NY,10016
NYCEDC,z81,CTA180120117201006, 4,14420002,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 260533.87,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117201006, 1,14420004,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 24806.68,PHILIP HABIB & ASSOCIATES,102 MADISON AVE 11TH FLOOR,NEW YORK,NY,10016
NYCEDC,z81,CTA180120117201006, 3,14420002,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 161959.0,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117201006, 2,14420002,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 580767.35,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117201006, 6,14420002,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 32856.36,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117201006, 7,14420002,Long Island City-Queens Plaza,Long Island City-Queens Plaza, 30087.74,TRIUMPH CONSTRUCTION CORPORTATION,1354 SENECA AVENUE,BRONX,NY,10474
NYCEDC,z81,CTA180120117201413, 24,16850007,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 44724.5,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201413, 16,22560003,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 154487.26,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 7,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 35431.1,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 22,16850007,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 138600.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201413, 9,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 945282.14,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 17,22560003,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 3240632.96,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 6,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 592627.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 11,22560005,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 21937.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 15,16850007,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 1433354.5,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201413, 25,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 4296298.75,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 1,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 99948573.41,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 18,16850007,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 651304.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201413, 10,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 60000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 13,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 834361.35,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 2,22560003,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 6107183.61,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 19,22560001,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 359815.5,"CDM/HMM, JV","475 PARK AVENUE SOUTH, 10/F",NEW YORK,NY,10016
NYCEDC,z81,CTA180120117201413, 14,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 966242.97,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 4,22560005,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 396018.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 12,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 395973.53,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 5,22560001,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 1508117.0,"CDM/HMM, JV","475 PARK AVENUE SOUTH, 10/F",NEW YORK,NY,10016
NYCEDC,z81,CTA180120117201413, 3,22560004,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 301500.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 20,22560005,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 303512.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 23,16850007,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 188114.45,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117201413, 21,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 373090.35,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201413, 8,22560002,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 351363.81,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117201996, 2,23960002,South Street Seaport - Pier 16 Rehab,South Street Seaport - Pier 16 Rehab, 1142340.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117201996, 4,23960002,South Street Seaport - Pier 16 Rehab,South Street Seaport - Pier 16 Rehab, 7600.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117201996, 3,23960002,South Street Seaport - Pier 16 Rehab,South Street Seaport - Pier 16 Rehab, 198132.03,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117201996, 1,23960002,South Street Seaport - Pier 16 Rehab,South Street Seaport - Pier 16 Rehab, 257977.15,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117203301, 2,33130001,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations, 25000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203301, 1,33130001,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations, 450000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 30,NULL,FA - Food Bank for New York City - Generator,FA - Food Bank for New York City - Generator, 9764.41,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 22,NULL,FA - Lincoln Center Promenade,FA - Lincoln Center Promenade, 2243.94,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 11,NULL,FA - Theatre for a New Audience,FA - Theatre for a New Audience, 75918.15,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 10,NULL,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 205439.9,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 33,NULL,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations, 1133.42,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 14,23960002,Reconstruction of ADA for Ferry Landings,Reconstruction of ADA for Ferry Landings, 92868.8,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117203676, 25,NULL,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 28781.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 5,NULL,FA - Lincoln Center Promenade,FA - Lincoln Center Promenade, 22799.77,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 3,NULL,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations,FA - Nat'l Museum of the Amer. Indian - Rotunda Renovations, 21864.67,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 8,NULL,FA - YM & YWHA of Washington Heights,FA - YM & YWHA of Washington Heights, 2223.38,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 17,NULL,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 75918.15,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 24,NULL,FA - Theatre for a New Audience,FA - Theatre for a New Audience, 155537.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 6,NULL,FA - SUNY Downstate Biotech Incubator Phase 2,FA - SUNY Downstate Biotech Incubator Phase 2, 17904.04,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 4,NULL,FA - Food Bank for New York City,FA - Food Bank for New York City, 1334.03,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 2,NULL,FA - Theatre for a New Audience,FA - Theatre for a New Audience, 126208.69,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 34,NULL,FA - YM & YWHA of Washington Heights,FA - YM & YWHA of Washington Heights, 1241.82,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 16,NULL,East River Waterfront,East River Waterfront, 80769.15,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 28,NULL,FA - Sage Senior Center,FA - Sage Senior Center, 13044.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 21,16850006,Reconstruction of ADA for Ferry Landings,Reconstruction of ADA for Ferry Landings, 0.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117203676, 9,NULL,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 239357.5,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 23,38370001,FA - SUNY Downstate Biotech Incubator Phase 3,FA - SUNY Downstate Biotech Incubator Phase 3, 9603000.0,RESEARCH FOUNDATION OF SUNY,35 STATE STREET,ALBANY,NY,12207
NYCEDC,z81,CTA180120117203676, 13,16850006,Reconstruction of ADA for Ferry Landings,Reconstruction of ADA for Ferry Landings, 149561.59,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117203676, 32,NULL,FA - Renovations at West Side Center for Community Life,FA - Renovations at West Side Center for Community Life, 11975.95,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 27,NULL,HYDC - MID-BLOCK BLVD AND CROSS STREETS-HUDSON YARD VICINITY,HYDC - MID-BLOCK BLVD AND CROSS STREETS-HUDSON YARD VICINITY, 308564.08,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 20,NULL,FA - Theatre for a New Audience,FA - Theatre for a New Audience, 62335.35,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 26,NULL,Prospect Park Lakeside Center,Prospect Park Lakeside Center, 18641.95,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 35,NULL,FA - EWVIDCO Acquisition,FA - EWVIDCO Acquisition, 3952.6,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 19,NULL,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 67024.65,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 7,NULL,New Yankee Stadium - Associated Soft Costs,New Yankee Stadium - Associated Soft Costs, 970.2,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 29,NULL,FA - EWVIDCO Acquisition,FA - EWVIDCO Acquisition, 3952.61,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 15,16850006,Reconstruction of ADA for Ferry Landings,Reconstruction of ADA for Ferry Landings, 200830.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117203676, 31,NULL,NY FAMILIES FOR AUTISTIC CHILDREN,NY FAMILIES FOR AUTISTIC CHILDREN, 28653.82,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 18,NULL,Replacement of Siphons b/t Brooklyn & SI,Replacement of Siphons b/t Brooklyn & SI, 67914.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117203676, 12,NULL,WHIT - High Line M&O Facility,WHIT - High Line M&O Facility, 254193.55,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117204456, 1,39230001,JEWISH BOARD OF FAMILY AND CHILDREN' S SERVICES,JEWISH BOARD OF FAMILY AND CHILDREN' S SERVICES, 975000.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117205447, 1,16550001,34th Street Ferry Landing,34th Street Ferry Landing, 39320.0,HUDSON MERIDIAN CONSTRUCTION GROUP,40 RECTOR STREET,NEW YORK,NY,10006
NYCEDC,z81,CTA180120117206123, 3,44790002,NY FAMILIES FOR AUTISTIC CHILDREN,NY FAMILIES FOR AUTISTIC CHILDREN, 1175000.0,NEW YORK FAMILIES FOR AUTISTIC CHILDREN INC.,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117206123, 2,44790001,NY FAMILIES FOR AUTISTIC CHILDREN,NY FAMILIES FOR AUTISTIC CHILDREN, 990000.0,NEW YORK FAMILIES FOR AUTISTIC CHILDREN INC.,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117206123, 1,44790001,NY FAMILIES FOR AUTISTIC CHILDREN,NY FAMILIES FOR AUTISTIC CHILDREN, 1735000.0,NEW YORK FAMILIES FOR AUTISTIC CHILDREN INC.,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117206151, 5,33630009,SBMT Pier - Mitigation Costs,SBMT Pier - Mitigation Costs, 64662.72,TRC ENVIRONMENTAL CORPORATION,21 GRIFFIN ROAD NORTH,WINDSOR,CT,6095
NYCEDC,z81,CTA180120117206151, 1,16850005,SBMT Pier - Mitigation Costs,SBMT Pier - Mitigation Costs, 148029.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120117206151, 4,16850005,SBMT Pier - Mitigation Costs,SBMT Pier - Mitigation Costs, 223236.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120117206151, 2,16850005,SBMT Pier - Mitigation Costs,SBMT Pier - Mitigation Costs, 87954.68,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120117206151, 3,16850005,SBMT Pier - Mitigation Costs,SBMT Pier - Mitigation Costs, 921507.0,TURNER CONSTRUCTION CO.,375 HUDSON STREET,NEW YORK,NY,10014
NYCEDC,z81,CTA180120117206601, 1,48370001,FA - Coney Cyclones Stadium,FA - Coney Cyclones Stadium, 400000.0,"BROOKLYN BASEBALL COMPANY, LLC",1904 SURF AVENUE,BROOKLYN,NY,11224
NYCEDC,z81,CTA180120117206676, 1,47330001,"DSBS: David H. Koch Theater, 20 Lincoln Center - EE Upgrade","DSBS: David H. Koch Theater, 20 Lincoln Center - EE Upgrade", 731250.0,CITY CENTER OF MUSIC AND DRAMA INC.,"70 LINCOLN CENTER PLAZA, 4/F",NEW YORK,NY,10023
NYCEDC,z81,CTA180120117206736, 2,27360013,Queens West/Hunter's Point South,Queens West/Hunter's Point South, 779911.15,GALVIN BROTHERS,149 STEAM BOAT ROAD,GREAT NECK,NY,11024
NYCEDC,z81,CTA180120117206736, 3,27360013,Queens West/Hunter's Point South,Queens West/Hunter's Point South, 224747.96,GALVIN BROTHERS,149 STEAM BOAT ROAD,GREAT NECK,NY,11024
NYCEDC,z81,CTA180120117206736, 1,27360013,Queens West/Hunter's Point South,Queens West/Hunter's Point South, 4062000.0,GALVIN BROTHERS,149 STEAM BOAT ROAD,GREAT NECK,NY,11024
NYCEDC,z81,CTA180120117206826, 6,47580001,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 149883.2,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117206826, 9,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 1384914.83,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 1,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 1410674.0,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
NYCEDC,z81,CTA180120117206826, 5,26990003,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 4500.0,To Be Announced,N/A,N/A,N/A,N/A
NYCEDC,z81,CTA180120117206826, 10,26990002,Coney Island Steeplechase Plaza,Coney Island Steeplechase Plaza, 1400109.48,"HUNTER ROBERTS CONSTRUCTION GROUP, LLC",2 WORLD FINANCIAL CENTER,NEW YORK,NY,10281
